LOCATION,NAME
7785,KSK Campus J246 - Waschküche Studentenheim
7786,Brno - Demo Location
7787,Amsterdam - Rudolf Dieselstraat 7 (Blok 3)
7788,MLB Ymere Eenhoorn
7789,Halte Fluviale
7790,Cabinet
7791,Heteren - De Witgoedpartner Demo
7792,Demo Showroom
7793,Carnaxide - Demo Location
7794,Ikast - Hagelskærvej 40
7795,ISI Idrætshøjskole - Højskole
7796,Box 203414
7797,Box 203404
7798,Box 203502
7799,Box 203423
7800,Box 203503
7801,Box 203405
7802,Box 203410
7803,Box 203412
7804,Box 203425
7805,Box 203245
7806,Box 203411
7807,Box 203406
7808,Box 203403
7809,Box 203402
7810,Box 203416
7811,Box 203408
7812,Box 203419
7813,Box 203415
7814,Box 203401
7815,Box 203409
7816,Box 203413
7817,Eindhoven Sport
7818,Box 203417
7819,Cork - Magazine Road
7820,ScholarLee - Laundry
7821,Box 203424
7822,Box 203407
7823,Urban Living
7824,Essen - Jägerstraße 25
7825,Villefranche-sur-Saône
7826,München - Schatzbogen 35
7827,MASEVEN - Waschlounge
7828,Berlin - Helsingforserstr. 15
7829,Waschkeller
7830,Berlin - Helsingforserstr. 15a
7831,Waschkeller
7832,_to be deleted
7833,Merkantilbygg - 4 etg
7834,Merkantilbygg - 3 etg
7835,K15-2
7836,K16
7837,Dresden - Güntzstraße 28
7838,Güntz Studios - Waschkeller
7839,Kast 2
7840,Bochum - Universitätsstraße 110f
7841,7 Stones - Waschsalon
7842,Box 203227
7843,Box 203740
7844,Box 203739
7845,Box 203738
7846,Box 203737
7847,Box 203736
7848,Box 203735
7849,Box 203734
7850,Box 203733
7851,Box 203732
7852,Box 203731
7853,Box 203730
7854,Box 203729
7855,Box 203727
7856,Box 203726
7857,Box 203725
7858,Box 203724
7859,Box 203723
7860,Box 203722
7861,Box 203721
7862,Box 203716
7863,Box 203715
7864,Box 203714
7865,Box 203709
7866,Box 203250
7867,Box 203248
7868,Box 203247
7869,Box 203240
7870,Box 203239
7871,Konstanz - Schürmann-Horster Weg 6
7872,Waschraum UG
7875,Ludwigsburg  - Eduard-Spranger-Str. 7
7876,Blueba Studios - Waschkeller
7877,Ulm - Gutenbergstraße 6
7878,Waschkeller (B)
7879,Wien - Erdberger Lände 36
7880,Waschküche
7881,Almere - De Binderij 65
7882,De Binderij -Miele Laundry Boutique
7885,Ulm - Kelternweg 48
7886,Waschkeller
7887,MLB Ymere Eenhoorn
7888,Haslum - Durudveien 14-22
7889,Durudveien 14 A
7892,Durudveien 16
7895,Box 203206
7896,Box 203211
7897,Box 203701
7898,Box 203702
7899,Box 203703
7900,Box 203704
7901,Box 203706
7902,Box 203707
7903,Box 203710
7904,Box 203711
7905,Box 203713
7906,Box 203717
7907,Box 203718
7908,Box 203719
7909,Box 203720
7910,Box 203728
7911,Box 203750
7912,Box 203805
7913,Box 203806
7914,Box 203811
7915,Box 203812
7916,Box 203813
7917,Box 203814
7918,Box 203825
7919,Budapest - Tűzoltó utca 50-56
7920,Dean’s College Hotel
7921,Konstanz - Rheingutstraße 30
7922,Paradies Waschraum 1. OG
7925,Mollem - Demo Location
7926,Durudveien 20 A
7928,Geldrop - Mierlo
7929,Heuvel
7930,KAST E1
7931,KAST E2
7932,KAST E3
7933,KAST E4
7936,Going - Kaiserweg 1
7937,Stanglwirt - Personalresidenz
7938,Konstanz - Schürmann-Horster Weg 14
7939,Waschraum UG
7940,Huisje nr 03
7941,Huisje nr 05
7942,Huisje nr 09
7943,Huisje nr 07
7944,Huisje nr 10
7945,Huisje nr 11
7946,Huisje nr 13
7947,Huisje nr 26
7948,Huisje nr 39
7949,Konstanz - Hindenburg-Str. 3
7950,Am Seerhein Waschraum UG
7951,Hamburg - Bollweg 26
7952,Waschkeller Bollweg
7953,Konstanz - Rheingutstraße 34
7954,Jan Hus Haus - Waschraum UG
7955,Leyweg
7956,Kast 1 71651
7957,Kast 2 71663
7958,Kast 3 71675
7959,Kast 4 71681
7960,Kast 5 71693
7961,Brno - Plevova 2540-7
7962,Prádelna
7963,Brno - Plevova 2539-9
7964,Prádelna
7965,Brno - Tyršova 2375-70
7966,Prádelna
7967,Carcavelos - Rua da Holanda 1
7968,_DELETE
7969,Carcavelos - Rua Quinta da Lobita 10
7971,Porto - Rua Manuel Pacheco de Miranda 38
7972,MILESTONE Porto Asprela
7973,IJmuiden
7974,Haringhaven Loggerstraat
7975,Kast 1
7976,Kast 2
7977,Kruisstraat
7978,Kast 1
7979,Kast 2
7980,Weingarten - Lazarettstraße 8
7981,Konstanz - Jacob-Burckhardt- Str. 35
7982,Lazarettstraße - Waschraum UG
7983,Konstanz - Am Schmerzenmösle 24
7984,Sonnenbühl Ost - Hochhaus - Waschraum UG
7985,Jungerhalde - Waschraum
7986,Konstanz - Sonnenbühlstr. 38
7987,Waschraum UG
7988,Milano - Borgo La Vetreria
7989,Borgo la Vetreria
7990,Cork - Mardyke
7991,ScholarLee - Laundry
7994,Salzburg - Robert-Preußler-Straße 28
7995,Europa Kolleg - Waschkeller
7996,Salzburg - Robert-Preußler-Straße 11
7997,Franz v. Sales Kolleg - Waschkeller
7998,Salzburg - Billrothstraße 10-18
7999,Internationales Kolleg - Waschkeller (Haus A)
8000,Internationales Kolleg - Waschkeller (Haus D)
8001,Nürnberg - Avenarius/Rollner/Eintracht
8002,Avenarius 46
8003,Avenarius 48
8004,Rollner 132
8005,Rollner 134
8006,Eintracht 43
8007,kast 1 Swart
8008,Clausthal Zellerfeld - Bohlweg 10
8009,Box 202220
8010,Box 202224
8011,Box 202240
8012,Box 203228
8013,Box 203741
8014,Box 203808
8015,Box 203816
8016,Box 203817
8017,Box 203818
8018,Box 203819
8019,Box 203821
8020,Box 203823
8021,Box 202219
8022,Box 202225
8023,Box 202226
8024,Box 203238
8025,Box 203242
8026,Box 203743
8027,Box 203809
8028,Box 203810
8029,Box 203815
8030,Box 203820
8031,Box 203822
8032,Box 203824
8033,Konstanz - Gustav-Schwab Str. 3-13
8034,Petershauser Bahnhof Waschraum UG
8035,Konstanz - West 2
8036,Waschraum
8037,Den Haag - Staedion Huygenspark
8038,Miele Laundry Boutique
8039,Bad Wiessee - Sanktjohanserstr. 46
8040,Teamhaus - Bussi Baby
8041,Tromsø - Smørbukklia 3
8042,SML 03
8045,Wageningen - Plantsoen 40
8046,Extended Stay Wageningen
8047,Parking Ponthoeve Vianen
8048,Verblijf
8049,Leerdam
8050,Jachthaven De Oude Horn Leerdam
8051,Verblijf
8052,Parking Glasmuseum Leerdam
8053,Verblijf
8054,Parking Lingedijk Leerdam
8055,Verblijf
8056,Hamburg - Simon-von-Utrecht-Str. 27
8057,Gemeinschaftsraum
8059,MILESTONE Nova I
8061,MILESTONE Carcavelos Lombos
8064,Aabybro - Højskolevej 7
8065,Aabybro Efterskole - Elevvaskeri
8066,_to be deleted
8067,_to be deleted
8068,Box 204601
8069,Box 204602
8070,Box 204603
8071,Box 204604
8072,Box 204605
8073,Box 204606
8074,Box 204607
8075,Box 204608
8076,Box 204609
8077,Box 204610
8078,Box 204611
8079,Box 204612
8080,Box 204613
8081,Box 204614
8082,Box 204615
8083,Box 204616
8084,Box 204617
8085,Box 204618
8086,Box 204619
8087,Box 204620
8088,Box 204621
8089,Box 204622
8090,Box 204623
8091,Box 204624
8092,Box 204625
8093,Box 204626
8094,Box 204627
8095,Box 204629
8096,Box 204630
8097,Box 204628
8098,Box 204631
8099,Box 204632
8100,Box 204633
8101,Box 204634
8102,Box 204635
8103,Box 204636
8104,Wemmel - Romeinsesteenweg 748
8105,R748
8106,Wemmel - Romeinsesteenweg 770
8107,R770
8108,Wemmel - Romeinsesteenweg 772
8109,R772
8110,Wemmel - E. Van Elewijckstraat 18
8111,NW18
8112,Den Haag - Carolina van Nassaustraat 163
8113,Prinsenhof - Laundry
8114,Zuil 204201
8115,Zuil 204218
8116,Huisje nr 21
8117,Huisje nr 08
8118,Kassel - Kölnische Straße 104
8119,Studentenwohnheim - Waschraum EG
8120,Lelystad - Wonen bij LARS
8121,Miele Laundry Boutique
8122,Kamerik
8123,Hallehuis
8124,Hallehuis
8125,Box 205001
8126,Box 205002
8127,Box 205003
8128,Box 205004
8129,Box 205005
8130,Box 205006
8131,Box 205007
8132,Box 205008
8133,Box 205009
8134,Box 205010
8135,Box 205011
8136,Box 205012
8137,Box 205013
8138,Box 205014
8139,Box 205015
8140,Box 205016
8141,Box 205017
8142,Box 205018
8143,Box 205019
8144,Box 205020
8145,Box 205021
8146,Box 205022
8147,Box 205023
8148,Box 205024
8149,Box 205025
8150,Box 205026
8151,Box 205027
8152,Box 205028
8153,Box 205029
8154,Box 205030
8155,Box 205031
8156,Box 205032
8157,Box 205033
8158,Box 205034
8159,Box 205035
8160,Box 205036
8161,Borre - Raveien 201
8162,SSN - Campus Bakkenteigen
8163,Leeds - 1 Rutland Mount
8164,Union Student Living - Laundry Room
8167,_Borre - Sandeveien
8168,_to be deleted
8169,Den Haag - Laakweg 19
8170,Go 070 - Miele Laundry Boutique
8173,"Stuttgart - Schwabstraße 139, A u. B+C"
8174,Schwabstraße 139 - BV220
8175,Amsterdam - Bos en Lommerplantsoen 67
8176,Studio Zuid - Miele Laundry Boutique
8177,Breda - Donkvaart 11
8178,Wasserette Donk
8179,Göttingen - Karolinenweg 19
8180,Waschküche
8181,Göttingen - Annastraße 50
8182,Waschküche
8183,Ingolstadt - Griesbadgasse 14
8184,Waschküche
8185,Ingolstadt - Goethestraße 15
8186,Waschküche
8187,Ingolstadt - Viehmarktplatz 1
8188,Waschküche
8189,Location Update: Please re-enter machine number in settings -> account -> my preferred laundrette
8190,Halle - Felsenstraße 19
8191,Waschküche
8192,Halle - Kurt-Mothes-Str. 8
8193,Waschküche
8194,Halle - Kurt-Mothes-Str. 6
8195,Waschküche
8196,Halle - W.-Langenbeck-Str. 5
8197,Waschküche
8198,Halle - Brandbergweg 23 (A)
8199,Waschküche
8200,Halle - Brandbergweg 23 (B)
8201,Waschküche
8202,Halle - Netzweg 1
8203,Waschküche
8204,Halle - Hoher Weg 6
8205,Waschküche
8206,Halle - Landrain 47-51
8207,Waschküche
8208,Halle - Harz 42
8209,Waschküche
8210,Merseburg - Platz der Bausoldaten 2
8211,Waschküche
8212,Merseburg - Platz der Bausoldaten 1
8213,Waschküche
8214,Tønsberg - Rambergveien 7
8215,SSN - Kaldnes Brygge
8216,Merseburg - Friedrich-Zollinger-Straße 1
8217,Waschküche
8218,Merseburg - Eberhard-Leibnitz-Straße 3
8219,Waschküche
8220,Merseburg - Eberhard-Leibnitz-Straße 1
8221,Waschküche
8222,Köthen - Bernburger Str. 52 B
8223,Waschküche
8224,Köthen - Am Hubertus 1-6
8225,Waschküche
8226,Köthen - Bernburger Str. 54
8227,Waschküche
8228,Köthen - Semmelweisstr. 4
8229,Waschküche
8230,Bernburg - Theodor-Roemer-Straße 3
8231,Waschküche
8232,Bernburg - Magdeburger Str. 25
8233,Waschküche
8234,Bernburg - Theodor-Roemer-Straße 5
8235,Waschküche
8236,Bernburg - Theodor-Roemer-Straße 7
8237,Waschküche
8238,Dessau - Brauereistr. 9e-h
8239,Waschküche
8240,Dessau - Hardenbergstraße 29
8241,Waschküche
8242,Halle - W.-Langenbeck-Str. 8
8243,Waschküche
8244,Loosduinen
8245,Frankfurt am Main - DOS 52
8246,Waschkeller
8247,Borre - Raveien 189 B
8248,SSN - Fagerlund
8249,Borre - Sandeveien 9
8250,SSN - Myra
8251,Frankfurt am Main - DOS 52a
8252,Waschkeller
8253,Frankfurt am Main - DOS 54
8254,Waschkeller
8255,Frankfurt am Main - DOS 54b
8256,Waschkeller
8257,Frankfurt am Main - DOS 54c
8258,Waschkeller
8259,Frankfurt am Main - DOS 56
8260,Waschkeller
8261,Frankfurt am Main - DOS 56a
8262,Waschkeller
8263,Frankfurt am Main - DOS 58
8264,Waschkeller
8265,Frankfurt am Main - DOS 58a
8266,Waschkeller
8267,Frankfurt am Main - DOS 60
8268,Waschkeller
8269,Frankfurt am Main - DOS 60a
8270,Waschkeller
8271,Frankfurt am Main - DOS 62
8272,Waschkeller
8273,Frankfurt am Main - DOS 64
8274,Waschkeller
8275,Frankfurt am Main - DOS 64a
8276,Waschkeller
8277,Frankfurt am Main - DOS 64b
8278,Waschkeller
8279,Frankfurt am Main - Haus 53
8280,Waschkeller
8281,Frankfurt am Main - Haus 55
8282,Waschkeller
8283,Frankfurt am Main - Haus 54
8284,Waschraum 6. OG
8285,Frankfurt am Main - Haus 58
8286,Waschkeller
8287,Frankfurt am Main - Haus 59
8288,Waschkeller
8289,K39
8290,K40
8291,Vaste Ligplaatsen
8292,Passanten Locatie Flat Havenhoofd
8293,Passanten Locatie Horecagebied
8294,Verblijf Flathoofd
8295,Verblijf Horeca
8296,Amsterdam - Rudolf Dieselstraat 7 (Blok 4)
8297,Trossingen - Vogesenstr. 71
8298,Waschküche
8299,Zaandam
8300,Düsseldorf - Arcadiastraße 18
8301,Arcadia Höfe 18
8302,Arcadia Höfe 26
8303,Arcadia Höfe 19
8304,Konstanz - Albertus-Magnus-Haus
8305,Waschräume AMH
8306,URU 204211
8307,URU 204210
8308,Watertappunten
8309,Gütersloh - appWash
8310,pay
8311,Kast K42 Links
8312,Kast K42 Rechts
8313,Oudewater
8314,Noord IJsselkade
8315,Huisje nr 77
8316,Huisje nr 64
8317,Huisje nr 79
8318,Huisje nr 62
8319,Huisje nr 78
8320,Huisje nr 58
8321,Huisje nr 65
8322,Huisje nr 25
8323,Huisje nr 42
8324,Huisje nr 80
8325,Box 203745
8326,Box 203746 (Uru still working?)
8327,Box 203747
8328,Box 204203
8329,Box 204204
8330,Box 204205
8331,Box 204206
8332,Box 204207
8333,Box 204208
8334,Box 204209
8335,Box 204219
8336,Box 204220
8337,Box 204222
8338,Box 204223
8339,Box 204224
8340,Box 204225
8341,Box 204226
8342,Box 204227
8343,Box 204228
8344,Box 204229
8345,Box 204230
8346,Box 204231
8347,Box 204232
8350,Rotterdam - Erfgoedhavens
8351,Haringvliet
8352,Box 20100024
8353,Amsterdam - Spaklerweg 14
8354,The Cohesion Lofts
8355,Drammen - Øvre Storgate 50
8356,SSN - Tutus
8357,Kongsberg - Stasjonsbakken 3
8358,SSN - Papillon
8359,Kongsberg - Hasbergs vei 3
8360,SSN - Silva
8361,Box 204221
8362,Copenhagen  - Amagerfælledvej 108 
8363,ZOKU
8364,Wien - Perspektivstraße 6
8365,ZOKU
8366,Box 203807
8367,Box 210202
8368,Box 210203
8369,Box 210204
8370,Box 210205
8371,Box 210206
8372,Box 210207
8373,Box 210208
8374,Box 210209
8375,Box 210210
8376,Box 210211
8377,Box 210212
8378,Box 210213
8379,Box 210214
8380,Box 210215
8381,Box 210216
8382,Box 210217
8383,Box 210218
8384,Box 210219
8385,Box 210220
8386,Box 210221
8387,Box 210222
8388,Box 210223
8389,Box 210224
8390,Kranj
8391,Iskra Slovenia
8392,Box 20430010
8393,K50 Links
8394,K50 Rechts
8395,Drammen - Strømsgata 4
8396,SSN - Domi
8397,Præstø - Idrætshøjskolen Bosei
8398,Kælder Valhal
8400,Athens - Demo Location
8401,Box 205037
8402,Box 205038
8403,Box 205039
8404,Box 205040
8405,Box 205046
8406,Box 205102
8407,Box 205103
8408,Box 205104
8409,Box 205105
8410,Box 205115
8411,Box 205120
8412,Box 210225
8413,Milano - Cretese
8414,RooFinders Cretese
8415,Bordeaux - 12/16 rue de Gironde
8416,Whoo Bacalan - Laverie
8417,K35 Links
8418,K35 rechts
8419,K36 Links
8420,K36 Rechts
8421,K37 Links
8422,K37 Rechts
8423,K38 Links
8424,K38 Rechts
8425,K49 Links
8426,K49 Rechts
8427,Capelle a/d IJssel - The Rhino
8428,The Rhino
8429,Box 205041
8430,Box 205042
8431,Box 205043
8432,Box 205044
8433,Box 210530 Old box of Moorstrasse 15 Hamburg
8434,Box 205047
8435,Box 205048
8436,Box 205049
8437,Box 205050
8438,Box 205106
8439,Box 205101
8440,Box 205107
8441,Box 205108
8442,Box 205109
8443,Box 205110
8444,Box 205111
8445,Box 205112
8446,Box 205113
8447,Box 205114
8448,Box 205116
8449,Box 205118
8450,Box 205119
8451,Box 205121
8452,Box 205122
8453,Telemark - Gullbringvegen 28
8454,SSN - Campus Bø
8455,Halle - Am Zollrain 5
8456,Saale Studios - Waschkeller
8457,Bochum - Laerholzstrasse 3
8458,River Studios - Waschkeller
8459,Kiel - Klein Ebbenkamp 1
8460,Kyle Studios - Waschkeller
8461,Stuttgart - Wolframstrasse 36
8462,NIDO Stuttgart - Waschkeller
8463,Sanitairgebouw
8464,Hannover - Weddigenufer 2
8465,Waschküche
8466,Hannover - Weddigenufer 3
8467,Waschküche
8468,Brøndby - Idrætefterskole
8472,Sluisgeld Havenkomsluis
8473,Sluisgeld
8474,Eindhoven - Hertogstraat 1.01 / 1.016
8475,Schoonoord Miele Laundry Boutique
8476,Nieuwegein
8477,Passantenhaven Plettenburg
8480,Jena - Ziegesarstraße 9-11
8481,Waschküche
8482,Huisje nr 72
8483,Huisje nr 61
8484,Huisje nr 59
8485,Huisje nr 60
8486,Vlotho - Seebruchstraße 33
8487,Weserland-Klinik
8488,Mittweida - Bahnhofstraße/Feldstraße
8489,Waschküche
8490,Zuil 25380
8491,Zuil 25386
8492,Zuil 25392
8493,Zuil 25398
8494,Zuil 25404
8495,Zuil 25410
8496,Zuil 25416
8497,DWTA 25379
8498,Meudon - Rue Mazkeret Batia
8500,StudCity Meudon - Laverie
8501,Delft
8502,Zuidwal
8503,Zuil 25337
8504,Zuil 25340
8505,Zuil 25343
8506,Zuil 25346
8507,Zuil 25349
8508,Zuil 25352
8509,Hønefoss - Bredalsveien 16A
8510,SSN – Campus Ringerike
8511,Groningen - Dierenriemstraat 100
8512,Miele Laundry Boutique
8513,Camperparking Veerstoep
8514,Camperparking Govert van Wijnkade
8515,stageld
8516,stageld
8517,Zutphen - Noorderhaven
8518,Zuid Steiger
8519,K1: 210706
8520,K2: 210707
8521,K3: 210722
8522,K4: 210701
8523,K5: 210704
8524,K6: 210709
8525,K7: 210720
8526,K8: 210708
8527,K9: 210738
8528,K10: 210703
8530,Montigny-le-Bretonneux - 1 Rue des Tritons
8534,les estudines SQY - Laverie
8538,Lübeck
8539,RSR Steiger 1
8540,RSR Steiger 2
8541,Box 210501
8542,Box 210502
8543,Box 210503
8544,Box 210504
8545,Box 210505
8546,Box 210506
8547,Box 210507
8548,Box 210508
8549,Box 210509
8550,Box 210510
8551,Box 210511
8552,Box 210512
8553,Box 210513
8554,Box 210514
8555,Box 210515
8556,Box 210516
8557,Box 210517
8558,Box 210518
8559,Box 210519
8560,Box 210520
8561,Box 210521
8562,Box 210522
8563,Box 210523
8564,Box 210524
8565,Hamburg - Probsteier Str. 18 / Angelnstr. 13
8566,Waschkeller
8567,Hamburg - Böhmersweg 23
8568,Waschkeller
8569,Budapest - Rottenbiller utca 17
8570,Mosoda
8571,Wiesbaden - Wilhelmstraßer 52 a-d
8572,Vier Jahreszeiten - Waschkeller
8573,Edam (voor gemeente)
8574,Edam Keetzijde
8575,Abonnement voor haven
8576,URU 20480002
8577,Voorraad
8578,URU 2020480017
8579,Kast 22010-2
8580,Kast 22010-1
8581,EHV Haagdijk 31002
8582,EHV Haagdijk 31001
8583,defect URU 2020480048 22003
8584,URU 2048001101
8585,URU 2020480024
8586,Kast EVE-075A
8587,Mobiele unit 05 Orange
8588,Kast EVE030
8589,URU 2020480006
8590,Kast 22004
8591,Kast 22002
8592,URU 2020480042
8593,URU 2020480050
8594,Koningsoord kast 01
8595,URU 2020480016
8596,URU 2020480041
8597,Tongerloplein EVE-016
8598,Kast Breestoep
8599,URU 2020480032
8600,Kast 22001-2
8601,Kast 22001-1
8602,URU 2020480039
8603,Kast EVE-073
8604,URU 2020480027
8605,Demo Unit v2.0
8606,KAST E2A
8607,URU 2020480018
8608,URU 2020480028
8609,URU 2020480034
8610,Kast EVE-076B
8611,Kast 22003
8612,Kast EVE-075B
8613,Marktplein 01
8614,Marktplein 02
8615,URU 2020480026
8616,URU 2020480045
8617,Kast EVE-076A
8618,Besterdplein 07
8619,BOX 20480047
8620,URU 2020480031
8621,URU 2020480023
8622,URU 2020480035
8623,Passantenhavens Hooikade Zuidwal Westsingelgracht
8624,WK1
8625,WK2
8628,De Meern - Touwslagerslaan 1-33
8629,MLB Huize Nijevelt
8632,Vaskeri
8633,DWTA
8634,Stroomboot
8635,Haparandadam Amsterdam
8636,Stroomkast
8637,Wasserette
8638,Bergeshovede Linkes Ufer
8639,Linkes Ufer
8640,Kast 51
8641,Kast 52
8644,Wien - Schnirchgasse 13
8645,Linked Living Waschküche
8646,Location Update: Please re-enter machine number in settings -> account -> my preferred laundrette
8647,2020480004-11014 Wilhelminaplein
8648,Kast SPE022
8649,Marktplein 03
8650,Marktplein 04
8651,Drammen - Børsemakergata 2
8652,SSN - Moov In
8653,Frankfurt - Lyoner Str. 30
8654,Ly 30
8655,Verblijf boxen
8656,Lijnbaansgracht
8657,Zuil 211013
8658,Wijk bij Duurstede
8659,A Steiger - WSV Rijn en Lek
8660,A Steiger
8661,Verblijf kade
8662,Involtum
8663,Westsingelgracht
8664,WK3
8665,WK4
8666,Kast 211010
8667,Kast 211008 DWTA
8668,Kast 211016
8669,Kast 211011
8670,Noorderhaven aanlegboxen
8671,Boxen Noord Steiger
8672,Düsseldorf - Mindener Straße 98
8673,Schöffenhöfe
8674,Düsseldorf - Mindener Straße 100
8675,Schöffenhöfe
8676,Boxen Zuid Steiger
8677,Oudenburg
8678,Stationsstraat
8679,Kast 1
8680,Liggeld
8681,B Steiger
8682,E Steiger
8683,Wijhe
8684,Zone Passentenhaven Loswal Wijhe
8685,Zone Camperplekken GEEN stroom Loswal
8686,Zone Camperplekken MET stroom Loswal
8687,Verblijf
8688,Verblijf
8689,Verblijf
8690,B Steiger - WSV Rijn en Lek
8691,E Steiger - WSV Rijn en Lek
8692,Breukelen
8693,Kockengen
8694,Zuil 71297
8695,Zuil 71562
8696,Huisje nr 27
8697,Huisje nr 73
8698,Huisje nr 74
8699,Huisje nr 75
8700,Huisje nr 34
8701,Huisje nr 76
8702,Box 210537
8703,Box 210547
8704,Box 210534
8705,Box 210545
8706,Box 210533
8707,Box 210548
8708,Box 205045
8709,Box 210535
8710,Box 210531
8711,Box 210540
8712,Box 210536
8713,Box 210539
8714,Box 210529
8715,Box 210527
8716,Box 210526
8717,Box 210528
8718,Box 210532
8719,Box 210538
8720,Box 210543
8721,Box 210525
8722,Box 210541
8723,Box 210546
8724,Box 210542
8725,Box 210544
8726,Casilli Enterprise
8727,Kast 211002
8728,Kast 211007
8729,Konstanz - Jacob-Burghardt-Str. 4a
8730,Sonnenbühl West 1 Haus - 4a
8731,Prinsengracht
8732,Nieuwe Keizersgracht
8734,Zuil 25489
8735,Zuil 25493
8736,Zuil 25497
8737,Zuil 25505
8738,Zuil 25501
8739,Zuil 25509
8740,Zuil 25513
8741,Zuil 25517
8742,Arnhem - House of Arnhem
8743,Miele Laundry Boutique
8744,Zelf De-Icers Almere
8745,K7 13 en 14
8746,K1 8-12
8747,K2 1-4
8748,K13 5-7
8749,K3 15-18
8750,K5 19-21
8751,Administration
8752,Maribor - Elektra Balance
8753,URU 2020430011
8754,Huizen - Passantenhaven
8755,Xfoue
8756,Huizen Passantenhaven
8757,Zuil 25558
8758,Washok
8759,DWTA 25555
8760,DWTA 25556
8761,DWTA 25557
8762,Rotterdam - Cite
8763,Miele Laundry Boutique
8764,Obergurgl - Gurglerstraße 110
8765,Campus - U2
8766,Campus - U3
8767,Amsterdam
8768,Westerhoofd 1
8769,WS00001
8770,WS00002
8771,WS00003
8772,WS00004
8773,Kast 25531
8774,Kast 25539
8775,Kast 25547
8776,_to be deleted
8777,Merkantilbygg
8778,Fehmarn - Fehmarnsund 70
8779,Großes Waschhaus
8780,Globe
8781,Kast 210942
8782,Kast 210908
8783,Markt
8784,Kerkbrink weekmarkt
8785,Loenen aan de Vecht
8786,Rijksstraatweg Markt
8787,Zuil 71718
8788,Drie Stammenplein
8789,Geldrop - Bogardeind 219
8790,Miele Laundry Boutique - The Stay
8791,Verblijf
8792,Heidelberg - Im Neuenheimer Feld 370
8793,Gästehaus Uni Heidelberg - Haus 3
8794,Subscriptie Software
8795,Huisje nr 29
8796,Hønefoss - Nansenveien 14 E
8797,Vaskemaskin
8798,Washok
8799,Rotterdam - Schutterstraat
8800,Miele Laundry Boutique
8801,Rotterdam - Maja
8802,Miele Laundry Boutique
8803,Huisje nr 55
8804,Huisje nr 68
8805,Huisje nr 66
8806,Huisje nr 69
8807,Huisje nr 70
8808,Huisje nr 71
8809,Huisje nr 02
8810,Kast 59 Links
8811,Kast 59 Rechts
8812,Kast 60 Links
8813,Kast 60 Rechts
8814,Wien - Nordportalstraße 2
8815,MILESTONE Prater
8816,München - Isareckstraße 36
8817,Waschküche
8818,Parma - Via Lisbona
8819,Interporto di Parma
8820,_to be deleted
8821,Schiedam - Stichting Welkom Schiedam
8822,Miele Laundry Boutique
8823,Wien - Leopold Ungar Platz 3
8824,SMARTments - Waschkeller SMB
8825,Leeds  - Tower House St
8826,Altus House Tower - Laundry
8827,Pierefitte sur Seine - Avenue Emile Zola
8828,PARME ETUDES PIERREFITTE - LAVERIE
8829,München - Karl-Schmid-Straße 22
8830,Smartliving - Waschraum
8831,Rostock - Erich-Schlesinger-Str. 37B
8832,WIROtel Waschküche
8833,Nola - Via XX Settembre
8834,Düsseldorf - Arcadiastraße 28
8835,Arcadia Höfe 28
8836,Helsinki - Melkinlaituri 10
8837,Tvättstuga
8838,Neu-Ulm - Pearl-S.-Buck-Straße 3
8839,Waschkeller
8840,Rüdesheim am Rhein - Taunusstraße
8841,Campus Freistil - Waschkeller
8842,Dalfsen
8843,Stationslocatie Dalfsen
8844,Nieuwleusen
8845,Middengebied Nieuwleusen
8846,Verblijf
8847,Verblijf
8848,Tromsø  - Stakkevollvegen 11 B
8849,The Box - Wash Lounge
8850,Colleferro
8851,St Gerardusplein
8852,München - Herzogspitalstraße 7
8853,Caritas Jugendwohnheim Herzogspitalstraße
8854,Vianen - Miele demonstratie wasserette
8855,MLB Demo kast
8856,_to be deleted
8857,Majorstuveien 26c
8858,Oslo - Majorstuveien 26
8859,Majorstuveien 26c
8860,Huisje nr 31
8861,Prinsengracht
8862,"Zuider Amstelkanaal, Bernard Zweerskade"
8863,"Zuider Amstelkanaal, Stadionkade t.h.v. Michelangelostraat"
8864,"Singelgracht, Mauritskade"
8865,Herengracht
8866,Nieuwe Keizersgracht
8867,Keizersgracht
8868,Zeeburgerkade
8869,Zeeburgerdijk
8870,"Zuider Amstelkanaal, Amstelkade t.h.v. Reggestraat"
8871,Sint-Oedenrode - Rijtvenweg 5
8872,Genson 1 - Miele Laundry Boutique
8873,Sint-Oedenrode - Rijtvenweg 8A
8874,Genson 2 - Miele Laundry Boutique
8875,_to be deleted
8876,Short Stay Wageningen
8877,_to be deleted
8879,_to be deleted
8881,Leuven - Diestsevest
8882,Diestsevest
8883,Kast 6 71721
8884,Oslo - Falbes Gate 5
8887,Oslo  - Refstadveien 50
8889,Kwekerijpad
8890,Utrecht - Bisschopssteeg 29
8891,Johanna - Miele Laundry Boutique
8892,Leidschendam Markt
8893,Potsdam - Berliner Str. 150
8894,"Azubi-Wohnheim - Z150, Erdgeschoss"
8895,Rechtes Ufer
8896,Dorenthe Wendebecken
8897,Dorenthe Wendebecken
8898,Bergkamen Runthe
8899,Bergkamen Runthe
8900,Dorenthe rechtes ufer
8901,Dorenthe rechtes ufer
8902,Munster
8903,Dreieckshafen
8904,Ruijterkade - Oost
8905,Kast 552
8906,Amsterdam - Jollenpad
8907,Haven - Jollenpad
8908,K2: 212042
8909,K3: 212043
8910,Schmedehausen
